Borough,Longitude,Latitude,LatinSpecies
Manhattan,-73.95266600000001,40.786392,GINKGO BILOBA
Manhattan,-73.993093,40.743894,GLEDITSIA TRIACANTHOS
Queens,-73.819987,40.704785,SOPHORA JAPONICA
Bronx,-73.913953,40.886536,PLATANUS ACERIFOLIA
Staten Island,-74.16507,40.602451,ACER SACCHARINUM
Queens,-73.778456,40.727781,PYRUS CALLERYANA
Queens,-73.775302,40.711569,ACER PLATANOIDES
Queens,-73.766323,40.714374,LIQUIDAMBAR STYRACIFLUA
Manhattan,-73.939222,40.7985,PYRUS CALLERYANA
Brooklyn,-73.89348299999999,40.647526,ALBIZIA JULIBRISSIN
Staten Island,-74.139173,40.63337,ACER SACCHARINUM
Bronx,-73.85288299999999,40.891962,UNKNOWN DEAD TREES 
Queens,-73.767667,40.596028000000004,ACER PLATANOIDES
Queens,-73.815225,40.676266,QUERCUS RUBRA
Queens,-73.846799,40.738580999999996,GLEDITSIA TRIACANTHOS
Brooklyn,-74.018936,40.627296,ACER PLATANOIDES
Queens,-73.768067,40.669408000000004,PYRUS CALLERYANA
Staten Island,-74.07393499999999,40.607413,ACER RUBRUM
Brooklyn,-73.87504,40.677821,GINKGO BILOBA
Staten Island,1.0,1.0,PINUS SPECIES
Staten Island,-74.097954,40.613636,QUERCUS PALUSTRIS
Queens,-73.72663,40.734327,OSTRYA VIRGINIANA
Bronx,-73.825088,40.822626,FRAXINUS PENNSYLVANICA
Brooklyn,-73.88603499999999,40.681533,PLANTING SITE
Manhattan,-74.010731,40.716196000000004,SOPHORA JAPONICA
Queens,-73.79909,40.754748,ACER SACCHARINUM
Queens,-73.842043,40.685390999999996,ACER SACCHARUM
Staten Island,-74.16001,40.610707,PLATANUS ACERIFOLIA
Brooklyn,-73.966799,40.587338,ACER PLATANOIDES
Bronx,-73.84166,40.895118,UNKNOWN LIVE TREES 
Brooklyn,-74.034032,40.633701,PLATANUS ACERIFOLIA
Queens,-73.845523,40.772284,PYRUS CALLERYANA
Queens,-73.87685400000001,40.717940999999996,ACER SACCHARINUM
Queens,-73.767667,40.596028000000004,PINUS SPECIES
Manhattan,-73.94828299999999,40.816608,PYRUS CALLERYANA
Brooklyn,-73.971354,40.67913,GLEDITSIA TRIACANTHOS
Queens,-73.85566800000001,40.714896,PLATANUS ACERIFOLIA
Manhattan,-73.97534399999999,40.755313,QUERCUS RUBRA
Brooklyn,-73.938351,40.695118,PLANTING SITE
Brooklyn,-73.90194100000001,40.614971999999995,PLATANUS ACERIFOLIA
Queens,-73.846652,40.789213000000004,TILIA CORDATA
Queens,-73.875065,40.767594,ACER PLATANOIDES
Brooklyn,-74.01176,40.608083,SOPHORA JAPONICA
Queens,-73.794128,40.735904,PLATANUS ACERIFOLIA
Queens,-73.732823,40.670063,ACER PLATANOIDES
Brooklyn,-74.03232,40.623761,FRAXINUS PENNSYLVANICA
Manhattan,-73.967244,40.769307,QUERCUS RUBRA
Queens,-73.726783,40.73482,ACER PLATANOIDES
Manhattan,-73.98647700000001,40.737790999999994,UNKNOWN LIVE TREES 
Brooklyn,-73.980643,40.607676,ACER PLATANOIDES
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Queens,1.0,1.0,ACER PLATANOIDES
Staten Island,-74.144669,40.54857,PYRUS CALLERYANA
Staten Island,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.80289499999999,40.747195,ULMUS AMERICANA
Queens,-73.74104399999999,40.722984999999994,ACER PLATANOIDES
Staten Island,-74.092568,40.631099,FRAXINUS PENNSYLVANICA
Brooklyn,-73.92968499999999,40.682624,PLATANUS ACERIFOLIA
Brooklyn,-73.92019,40.702324,PLANTING SITE
Queens,-73.752379,40.699360999999996,ACER PLATANOIDES
Queens,-73.827964,40.707983,PLATANUS ACERIFOLIA
Queens,-73.86332,40.679311,QUERCUS PALUSTRIS
Queens,-73.77344000000001,40.735822999999996,PLATANUS ACERIFOLIA
Manhattan,-73.966877,40.760858,GINKGO BILOBA
Queens,-73.71909699999999,40.7425,TILIA CORDATA
Brooklyn,-73.94026099999999,40.665714,PLATANUS ACERIFOLIA
Staten Island,-74.205097,40.533440999999996,PLATANUS ACERIFOLIA
Queens,-73.792843,40.68967,QUERCUS PALUSTRIS
Queens,1.0,1.0,FRAXINUS PENNSYLVANICA
Brooklyn,-73.90435500000001,40.634285,PLATANUS ACERIFOLIA
Brooklyn,-73.938542,40.588038,PLATANUS ACERIFOLIA
Brooklyn,-73.989874,40.639143,PYRUS CALLERYANA
Brooklyn,-73.97415699999999,40.655419,QUERCUS PALUSTRIS
Bronx,-73.899105,40.892664,ACER PLATANOIDES
Queens,-73.884024,40.74237,ACER PLATANOIDES
Staten Island,-74.158906,40.593084000000005,ACER PLATANOIDES
Bronx,-73.84456,40.890249,CORNUS MAS
Brooklyn,-73.909849,40.63362,ACER PLATANOIDES
Queens,-73.762887,40.709724,TILIA CORDATA
Manhattan,-73.96202199999999,40.795531,ACER SACCHARUM
Queens,-73.82037700000001,40.776696,PYRUS COMMUNIS
Bronx,-73.89787700000001,40.901168,ACER PLATANOIDES
Queens,-73.80829200000001,40.669647999999995,ACER PLATANOIDES
Queens,-73.822314,40.7463,PYRUS CALLERYANA
Queens,-73.94585500000001,40.755477,GLEDITSIA TRIACANTHOS
Brooklyn,-73.987617,40.588436,QUERCUS PHELLOS
Queens,-73.883556,40.703565999999995,GLEDITSIA TRIACANTHOS
Queens,-73.735068,40.716394,ACER PLATANOIDES
Queens,-73.840475,40.721097,UNKNOWN DEAD TREES 
Queens,-73.852932,40.728935,UNKNOWN DEAD TREES 
Queens,-73.909286,40.778542,BETULA SPECIES
Brooklyn,-73.96475699999999,40.602656,ACER PLATANOIDES
Staten Island,-74.099967,40.561879,ACER RUBRUM
Queens,-73.74436899999999,40.703215,ACER PLATANOIDES
Queens,-73.88695600000001,40.702762,PLATANUS ACERIFOLIA
Queens,-73.814435,40.790763,PLANTING SITE
Brooklyn,-73.98021,40.686729,AILANTHUS ALTISSIMA
Brooklyn,-74.02243,40.638665,CELTIS OCCIDENTALIS
Bronx,-73.919208,40.832843,QUERCUS PHELLOS
Brooklyn,-73.966889,40.612778999999996,ACER PLATANOIDES
Queens,-73.858828,40.717098,FRAXINUS PENNSYLVANICA
Brooklyn,-73.99162,40.689439,GINKGO BILOBA
Queens,-73.889206,40.751311,ACER PLATANOIDES
Queens,-73.730331,40.714040999999995,PLATANUS ACERIFOLIA
Queens,-73.898651,40.728445,ACER PLATANOIDES
Brooklyn,-73.96296,40.654457,SOPHORA JAPONICA
Staten Island,-74.15436600000001,40.539182000000004,ACER PLATANOIDES
Brooklyn,-73.971747,40.613558000000005,ACER PLATANOIDES
Brooklyn,-73.96085699999999,40.705433,FRAXINUS PENNSYLVANICA
Queens,-73.939045,40.759128999999994,PYRUS CALLERYANA
Bronx,-73.861857,40.858358,QUERCUS RUBRA
Manhattan,-73.981211,40.781317,QUERCUS PALUSTRIS
Staten Island,-74.183256,40.537504,QUERCUS RUBRA
Brooklyn,-73.98329100000001,40.633169,QUERCUS RUBRA
Brooklyn,-73.923548,40.61201,PLATANUS ACERIFOLIA
Queens,-73.802155,40.773327,PLATANUS ACERIFOLIA
Queens,-73.856892,40.719302,ACER PSEUDOPLATANUS
Queens,-73.739994,40.728838,TILIA CORDATA
Brooklyn,-73.95944200000001,40.588638,QUERCUS PALUSTRIS
Manhattan,-73.998882,40.742253000000005,UNKNOWN DEAD TREES 
Brooklyn,-73.941867,40.687636,ACER PLATANOIDES
Staten Island,-74.110364,40.560388,QUERCUS PALUSTRIS
Brooklyn,-73.937228,40.652192,PLATANUS ACERIFOLIA
Bronx,-73.912787,40.889747,QUERCUS RUBRA
Queens,-73.903664,40.757290999999995,ACER PLATANOIDES
Queens,-73.910792,40.721678999999995,GLEDITSIA TRIACANTHOS
Queens,-73.789111,40.739574,ACER PLATANOIDES
Bronx,-73.856604,40.859722999999995,PLATANUS ACERIFOLIA
Queens,-73.911396,40.748629,ACER PLATANOIDES
Manhattan,-73.97746500000001,40.742523,PLANTING SITE
Manhattan,-74.005173,40.722570000000005,ULMUS AMERICANA
Brooklyn,-73.961125,40.60881,PLATANUS ACERIFOLIA
Bronx,-73.887417,40.859691,QUERCUS RUBRA
Brooklyn,-73.940368,40.636926,ACER PLATANOIDES
Staten Island,-74.17877800000001,40.535369,ACER PLATANOIDES
Queens,-73.827727,40.710607,ACER PLATANOIDES
Brooklyn,-74.01667900000001,40.605714,PLATANUS ACERIFOLIA
Brooklyn,-73.88790300000001,40.635804,PLATANUS ACERIFOLIA
Staten Island,-74.100685,40.616768,ACER SACCHARINUM
Manhattan,-73.98129,40.729071999999995,PYRUS CALLERYANA
Staten Island,-74.17953299999999,40.563725,ACER PLATANOIDES
Queens,-73.906814,40.721059999999994,QUERCUS PALUSTRIS
Brooklyn,-73.978511,40.624992,TILIA CORDATA
Queens,-73.811298,40.670246,GLEDITSIA TRIACANTHOS
Staten Island,-74.091066,40.60496,TILIA CORDATA
Queens,-73.796086,40.748385,ACER PLATANOIDES
Queens,-73.82609000000001,40.724371999999995,ACER PLATANOIDES
Staten Island,-74.152899,40.535621,PRUNUS SEROTINA
Queens,-73.821708,40.667873,FRAXINUS PENNSYLVANICA
Bronx,-73.809673,40.821353,PLATANUS ACERIFOLIA
Queens,-73.925916,40.755872,PLANTING SITE
Brooklyn,-74.019869,40.646262,QUERCUS RUBRA
Queens,-73.916043,40.762543,QUERCUS PALUSTRIS
Queens,-73.80626099999999,40.757511,ACER PLATANOIDES
Brooklyn,-73.977349,40.678521,PLATANUS ACERIFOLIA
Queens,-73.923253,40.759168,PLATANUS ACERIFOLIA
Bronx,-73.852824,40.894194,ACER PSEUDOPLATANUS
Manhattan,-73.988584,40.722887,PLATANUS ACERIFOLIA
Manhattan,-73.96148199999999,40.768406,GLEDITSIA TRIACANTHOS
Queens,-73.854997,40.690111,PLATANUS ACERIFOLIA
Queens,-73.825468,40.720532,ACER PLATANOIDES
Queens,-73.750977,40.749936,PLATANUS ACERIFOLIA
Queens,-73.819542,40.690624,PLANTING SITE
Manhattan,-73.96516899999999,40.791001,GLEDITSIA TRIACANTHOS
Queens,-73.815692,40.686169,PLATANUS ACERIFOLIA
Brooklyn,-73.931962,40.639619,ACER SACCHARUM
Staten Island,-74.07908499999999,40.61619,PLATANUS ACERIFOLIA
Queens,1.0,1.0,GINKGO BILOBA
Manhattan,-73.981603,40.739857,FRAXINUS PENNSYLVANICA
Bronx,-73.867798,40.829846,PYRUS CALLERYANA
Brooklyn,-74.010599,40.629585,PLATANUS ACERIFOLIA
Queens,-73.90068000000001,40.75169,ACER SACCHARINUM
Queens,-73.76915100000001,40.671027,TILIA CORDATA
Queens,-73.803574,40.670344,UNKNOWN DEAD TREES 
Staten Island,-74.218055,40.53694,CELTIS OCCIDENTALIS
Queens,-73.89379,40.76021,ACER PLATANOIDES
Queens,-73.757081,40.661269,SOPHORA JAPONICA
Staten Island,-74.140596,40.597537,ACER SACCHARINUM
Bronx,-73.834711,40.887334,CORNUS MAS
Bronx,-73.801699,40.814339000000004,ACER PLATANOIDES
Staten Island,-74.087825,40.612421000000005,ACER RUBRUM
Queens,-73.892296,40.731506,ACER SACCHARINUM
Bronx,1.0,1.0,ZELKOVA SERRATA
Queens,-73.76523399999999,40.753318,ACER PLATANOIDES
Bronx,-73.836973,40.865095000000004,SOPHORA JAPONICA
Queens,-73.792002,40.734198,PLATANUS ACERIFOLIA
Brooklyn,-73.895501,40.640378000000005,ACER PLATANOIDES
Queens,-73.84691,40.787696000000004,PLATANUS ACERIFOLIA
Queens,-73.79373100000001,40.751236999999996,QUERCUS PALUSTRIS
Queens,-73.78280500000001,40.727764,ACER PLATANOIDES
Queens,-73.79444000000001,40.767292,PLATANUS ACERIFOLIA
Queens,-73.843316,40.691919,ACER PLATANOIDES
Staten Island,-74.136753,40.605845,ACER PSEUDOPLATANUS
Queens,-73.815415,40.684101,ACER PLATANOIDES
Queens,-73.76943299999999,40.697396999999995,ACER PLATANOIDES
Bronx,-73.90894200000001,40.885758,ACER SACCHARINUM
Brooklyn,-73.93095500000001,40.620534,ACER SACCHARINUM
Queens,-73.755746,40.731093,PYRUS CALLERYANA
Staten Island,-74.144749,40.612639,PLATANUS ACERIFOLIA
Queens,-73.776762,40.76125,ACER PLATANOIDES
Brooklyn,-73.94818199999999,40.717038,ACER RUBRUM
Brooklyn,-73.922315,40.648685,PLATANUS ACERIFOLIA
Bronx,-73.916776,40.84717,NYSSA SYLVATICA
Queens,-73.79503299999999,40.785286,PLATANUS ACERIFOLIA
Bronx,-73.86693000000001,40.830203000000004,TILIA CORDATA
Queens,-73.780651,40.664955,GINKGO BILOBA
Queens,-73.858503,40.726131,ACER PLATANOIDES
Queens,-73.81204699999999,40.742337,PLATANUS ACERIFOLIA
Brooklyn,-74.02885699999999,40.635333,PINUS SPECIES
Queens,-73.841091,40.718641999999996,GLEDITSIA TRIACANTHOS
Manhattan,-73.924867,40.868162,GINKGO BILOBA
Brooklyn,-73.927663,40.671296999999996,GLEDITSIA TRIACANTHOS
Staten Island,-74.121093,40.608066,PLATANUS ACERIFOLIA
Brooklyn,1.0,1.0,AILANTHUS ALTISSIMA
Manhattan,-73.958348,40.767083,UNKNOWN LIVE TREES 
Staten Island,-74.108744,40.575058,PLATANUS ACERIFOLIA
Brooklyn,-73.958481,40.609809999999996,ACER PLATANOIDES
Queens,1.0,1.0,ACER PLATANOIDES
Brooklyn,-73.93857,40.593286,QUERCUS PALUSTRIS
Bronx,1.0,1.0,PLATANUS ACERIFOLIA
Brooklyn,-73.927254,40.701572,PLATANUS ACERIFOLIA
Brooklyn,-73.94965400000001,40.579907,PLATANUS ACERIFOLIA
Queens,-73.734394,40.669024,ACER PLATANOIDES
Staten Island,-74.110745,40.643485999999996,PLATANUS ACERIFOLIA
Brooklyn,-73.95375,40.682553000000006,PLATANUS ACERIFOLIA
Queens,-73.933373,40.762544,MAGNOLIA SOULANGIANA
Queens,-73.755948,40.69839,QUERCUS PALUSTRIS
Staten Island,-74.167833,40.619616,ACER RUBRUM
Brooklyn,-73.968478,40.607123,PLATANUS ACERIFOLIA
Bronx,-73.861151,40.847794,PLATANUS ACERIFOLIA
Manhattan,-73.926765,40.853764,PLATANUS ACERIFOLIA
Brooklyn,-73.956148,40.694611,PLANTING SITE
Bronx,-73.847063,40.842852,ACER PLATANOIDES
Brooklyn,-73.87388,40.686087,ACER PLATANOIDES
Staten Island,-74.093784,40.641425,ACER PLATANOIDES
Brooklyn,-73.936112,40.585224,ACER PSEUDOPLATANUS
Staten Island,-74.130414,40.614713,ACER PLATANOIDES
Bronx,-73.821692,40.830375,ACER SACCHARUM
Queens,-73.78525400000001,40.692876,PYRUS CALLERYANA
Queens,-73.779092,40.765588,ACER PLATANOIDES
Queens,-73.777041,40.763634,QUERCUS PALUSTRIS
Queens,-73.73057299999999,40.728027000000004,GLEDITSIA TRIACANTHOS
Bronx,-73.811898,40.815806,GLEDITSIA TRIACANTHOS
Queens,-73.849562,40.678034000000004,ACER PLATANOIDES
Queens,-73.730698,40.65702,FRAXINUS PENNSYLVANICA
Brooklyn,-73.972164,40.610262,PLATANUS ACERIFOLIA
Queens,-73.833363,40.71073,QUERCUS PALUSTRIS
Bronx,-73.92326899999999,40.825759999999995,UNKNOWN LIVE TREES 
Brooklyn,-73.955588,40.664403,ACER PLATANOIDES
Staten Island,-74.146861,40.610869,ACER PLATANOIDES
Brooklyn,-74.002093,40.648352,PLATANUS ACERIFOLIA
Brooklyn,-73.9735,40.574806,PLATANUS ACERIFOLIA
Staten Island,-74.184493,40.544491,LIQUIDAMBAR STYRACIFLUA
Staten Island,-74.205986,40.518161,PYRUS CALLERYANA
Staten Island,-74.157566,40.537486,TILIA CORDATA
Queens,-73.916077,40.742428000000004,ACER PLATANOIDES
Queens,1.0,1.0,ACER PSEUDOPLATANUS
Manhattan,-73.96374899999999,40.756956,QUERCUS PALUSTRIS
Staten Island,-74.176273,40.556145,LIQUIDAMBAR STYRACIFLUA
Staten Island,-74.13924200000001,40.550886,ACER PLATANOIDES
Bronx,-73.91369,40.886683000000005,PLATANUS ACERIFOLIA
Queens,-73.793351,40.762243,FRAXINUS PENNSYLVANICA
Staten Island,-74.132447,40.616545,PLATANUS ACERIFOLIA
Brooklyn,-73.95246800000001,40.579895,PLATANUS ACERIFOLIA
Brooklyn,-73.97930699999999,40.648418,PYRUS CALLERYANA
Brooklyn,-74.000002,40.682031,QUERCUS PALUSTRIS
Queens,-73.882102,40.753226,ACER PLATANOIDES
Queens,-73.732731,40.761738,ACER PLATANOIDES
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.775774,40.732729,ACER PLATANOIDES
Manhattan,-73.978326,40.786071,UNKNOWN LIVE TREES 
Staten Island,-74.069423,40.596746,ACER PLATANOIDES
Queens,-73.77176899999999,40.754227,ACER PLATANOIDES
Queens,-73.744321,40.676662,ACER PLATANOIDES
Brooklyn,-73.930128,40.686263000000004,QUERCUS PALUSTRIS
Brooklyn,-73.95057299999999,40.579805,PYRUS CALLERYANA
Queens,-73.771771,40.763523,ACER RUBRUM
Staten Island,-74.21204200000001,40.544236,FRAXINUS PENNSYLVANICA
Brooklyn,-73.963693,40.715444,GLEDITSIA TRIACANTHOS
Manhattan,-73.987801,40.727092,PLATANUS ACERIFOLIA
Staten Island,-74.07826999999999,40.64611,ACER PLATANOIDES
Queens,-73.845049,40.692145000000004,UNKNOWN STUMP
Brooklyn,-73.956305,40.652297999999995,PYRUS CALLERYANA
Queens,-73.881089,40.758171999999995,FRAXINUS PENNSYLVANICA
Staten Island,-74.251634,40.510714,ACER PLATANOIDES
Brooklyn,-73.97317,40.582313,QUERCUS RUBRA
Brooklyn,-73.950242,40.639181,PLANTING SITE
Queens,-73.802949,40.733021,ACER PLATANOIDES
Queens,-73.776485,40.747158,PLANTING SITE
Manhattan,-74.010426,40.7116,PYRUS CALLERYANA
Queens,-73.742857,40.668708,GLEDITSIA TRIACANTHOS
Queens,-73.76015699999999,40.671896000000004,PYRUS CALLERYANA
Queens,-73.881652,40.744054999999996,PLATANUS ACERIFOLIA
Brooklyn,-73.908744,40.654507,FRAXINUS PENNSYLVANICA
Queens,-73.883179,40.702646,FRAXINUS PENNSYLVANICA
Bronx,-73.85000600000001,40.868582,ACER SACCHARINUM
Queens,-73.767889,40.764832,ACER RUBRUM
Queens,-73.790258,40.721090999999994,QUERCUS PALUSTRIS
Queens,-73.868945,40.720488,PLATANUS ACERIFOLIA
Brooklyn,-73.945715,40.670547,GINKGO BILOBA
Manhattan,-73.981615,40.779951000000004,QUERCUS PALUSTRIS
Brooklyn,-73.95909,40.598535999999996,QUERCUS PALUSTRIS
Queens,-73.796788,40.684468,PLATANUS ACERIFOLIA
Brooklyn,-73.996359,40.695357,GINKGO BILOBA
Queens,-73.914622,40.765705,ACER PLATANOIDES
Queens,-73.838229,40.769373,PLATANUS ACERIFOLIA
Brooklyn,-73.984778,40.696591,GINKGO BILOBA
Queens,-73.73589399999999,40.735481,ACER PLATANOIDES
Queens,-73.75289599999999,40.656325,PLATANUS ACERIFOLIA
Brooklyn,1.0,1.0,PINUS SPECIES
Queens,-73.73127099999999,40.700928999999995,TILIA CORDATA
Queens,-73.790258,40.721090999999994,PLATANUS ACERIFOLIA
Queens,-73.872428,40.704629,TILIA CORDATA
Staten Island,-74.075626,40.64029,LIQUIDAMBAR STYRACIFLUA
Brooklyn,-73.91994,40.652846000000004,UNKNOWN LIVE TREES 
Queens,-73.775832,40.73285,QUERCUS PALUSTRIS
Queens,1.0,1.0,ACER PLATANOIDES
Manhattan,1.0,1.0,QUERCUS PALUSTRIS
Brooklyn,-73.913725,40.640405,ACER PLATANOIDES
Bronx,1.0,1.0,ACER PLATANOIDES
Staten Island,-74.184822,40.525194,ACER RUBRUM
Staten Island,-74.14441500000001,40.558172,ACER PLATANOIDES
Queens,-73.79904499999999,40.768910999999996,ACER RUBRUM
Bronx,-73.85934,40.869565,GLEDITSIA TRIACANTHOS
Brooklyn,-73.980425,40.672247,STUMP 
Brooklyn,-73.971694,40.580378,PLATANUS ACERIFOLIA
Brooklyn,-74.029427,40.634664,PLATANUS ACERIFOLIA
Brooklyn,-73.970875,40.598960999999996,PLATANUS ACERIFOLIA
Queens,-73.867032,40.73955,ACER PLATANOIDES
Manhattan,-73.977646,40.757921,GLEDITSIA TRIACANTHOS
Brooklyn,-73.989273,40.687063,GLEDITSIA TRIACANTHOS
Manhattan,-73.985274,40.731891999999995,TILIA CORDATA
Queens,-73.916912,40.775709,LIQUIDAMBAR STYRACIFLUA
Staten Island,-74.188311,40.541143,LIQUIDAMBAR STYRACIFLUA
Brooklyn,-73.866646,40.669561,ACER PLATANOIDES
Bronx,-73.842998,40.898623,PLATANUS ACERIFOLIA
Staten Island,-74.196928,40.547077,FRAXINUS PENNSYLVANICA
Queens,-73.82825799999999,40.728079,QUERCUS PALUSTRIS
Queens,-73.761618,40.675407,ACER SACCHARUM
Brooklyn,-73.981217,40.670107,PLATANUS ACERIFOLIA
Queens,-73.841576,40.658049,QUERCUS PALUSTRIS
Staten Island,-74.083872,40.59094,QUERCUS PALUSTRIS
Brooklyn,-73.944331,40.65978,PLATANUS ACERIFOLIA
Brooklyn,-73.94199499999999,40.721918,PLATANUS ACERIFOLIA
Staten Island,-74.182225,40.536159000000005,PLATANUS ACERIFOLIA
Brooklyn,-73.89657199999999,40.644690000000004,QUERCUS PHELLOS
Brooklyn,-74.012378,40.608651,ACER PSEUDOPLATANUS
Queens,-73.821162,40.665878,ACER PLATANOIDES
Staten Island,-74.117402,40.609221000000005,TILIA CORDATA
Bronx,-73.901905,40.891628999999995,LIQUIDAMBAR STYRACIFLUA
Brooklyn,-73.93113100000001,40.622192,PLANTING SITE
Queens,-73.87785600000001,40.741690999999996,GLEDITSIA TRIACANTHOS
Brooklyn,-74.010688,40.605542,ACER RUBRUM
Queens,-73.82802099999999,40.680528,PLATANUS ACERIFOLIA
Manhattan,-73.953941,40.804704,GLEDITSIA TRIACANTHOS
Queens,-73.734176,40.657144,PLATANUS ACERIFOLIA
Brooklyn,-73.936672,40.681822,PLATANUS ACERIFOLIA
Staten Island,-74.21719300000001,40.547922,PYRUS CALLERYANA
Brooklyn,-73.975128,40.647177,ACER RUBRUM
Queens,-73.75663399999999,40.715736,ACER PLATANOIDES
Queens,-73.77856,40.685446,PLATANUS ACERIFOLIA
Staten Island,-74.138743,40.602228000000004,PLANTING SITE
Manhattan,-73.965947,40.75625,PYRUS CALLERYANA
Bronx,-73.852919,40.861831,LIQUIDAMBAR STYRACIFLUA
Staten Island,-74.10221700000001,40.578918,ACER PLATANOIDES
Brooklyn,-73.912171,40.677594,QUERCUS PALUSTRIS
Brooklyn,-73.954382,40.610371,QUERCUS PALUSTRIS
Brooklyn,-73.94295100000001,40.643164,ACER PLATANOIDES
Queens,-73.790142,40.741749,ACER PLATANOIDES
Bronx,-73.82211,40.846587,PLATANUS ACERIFOLIA
Queens,-73.80824100000001,40.71174,ACER PLATANOIDES
Manhattan,-73.96002299999999,40.757956,PLATANUS ACERIFOLIA
Queens,-73.78339,40.679649,ACER PLATANOIDES
Queens,-73.719448,40.732898,FRAXINUS PENNSYLVANICA
Queens,-73.903949,40.725724,LIQUIDAMBAR STYRACIFLUA
Bronx,1.0,1.0,UNKNOWN DEAD TREES 
Staten Island,-74.090215,40.581891999999996,QUERCUS PALUSTRIS
Queens,-73.78615699999999,40.722198,ACER PLATANOIDES
Staten Island,-74.100055,40.635715999999995,ACER PLATANOIDES
Staten Island,-74.188123,40.53267,ACER PLATANOIDES
Queens,-73.829858,40.688148,ACER PLATANOIDES
Queens,-73.767423,40.674114,ACER PLATANOIDES
Brooklyn,-74.0242,40.625668,QUERCUS PALUSTRIS
Manhattan,-73.969542,40.766151,FRAXINUS PENNSYLVANICA
Queens,-73.892864,40.704661,PLATANUS ACERIFOLIA
Brooklyn,-73.91315,40.694989,FRAXINUS PENNSYLVANICA
Staten Island,-74.157839,40.595276,PLATANUS ACERIFOLIA
Staten Island,-74.249476,40.502584000000006,ZELKOVA SERRATA
Queens,-73.88490999999999,40.742189,ACER PLATANOIDES
Staten Island,-74.15082,40.541456,FRAXINUS PENNSYLVANICA
Brooklyn,-73.956652,40.610618,PLATANUS ACERIFOLIA
Queens,-73.826357,40.786590000000004,GLEDITSIA TRIACANTHOS
Queens,-73.846246,40.71304,ACER SACCHARUM
Queens,-73.889708,40.758603,PYRUS CALLERYANA
Manhattan,-73.952363,40.803416,TILIA CORDATA
Queens,-73.845977,40.71215,ACER SACCHARUM
Brooklyn,-74.02330500000001,40.626181,PLATANUS ACERIFOLIA
Queens,-73.77650200000001,40.662727000000004,FRAXINUS PENNSYLVANICA
Staten Island,-74.15522800000001,40.563613000000004,QUERCUS RUBRA
Queens,-73.793162,40.735938,PLATANUS ACERIFOLIA
Brooklyn,-73.991575,40.687859,TILIA CORDATA
Brooklyn,-73.920912,40.67917,UNKNOWN DEAD TREES 
Manhattan,-73.959753,40.758618,GLEDITSIA TRIACANTHOS
Queens,-73.708474,40.748267999999996,ACER PLATANOIDES
Queens,-73.905771,40.725176,ACER PLATANOIDES
Brooklyn,-73.961108,40.623676,ACER PLATANOIDES
Brooklyn,-73.95661899999999,40.608432,ACER PLATANOIDES
Queens,-73.822179,40.678272,ACER PLATANOIDES
Manhattan,-74.00203499999999,40.751702,PYRUS CALLERYANA
Staten Island,-74.132654,40.567703,LIQUIDAMBAR STYRACIFLUA
Queens,-73.82041600000001,40.665684000000006,PLATANUS ACERIFOLIA
Queens,1.0,1.0,SOPHORA JAPONICA
Brooklyn,-73.92651500000001,40.66428,PLATANUS ACERIFOLIA
Brooklyn,-73.919947,40.663339,STUMP 
Brooklyn,-73.922294,40.667289000000004,PLANTING SITE
Manhattan,-73.967608,40.787926,SOPHORA JAPONICA
Queens,-73.793667,40.5951,UNKNOWN LIVE TREES 
Brooklyn,-73.938331,40.617166,ACER PLATANOIDES
Manhattan,-73.964352,40.753924,TSUGA CANADENSIS
Brooklyn,-73.95914499999999,40.706528000000006,TILIA CORDATA
Queens,-73.814628,40.762395,FRAXINUS PENNSYLVANICA
Bronx,-73.847934,40.879831,PLATANUS ACERIFOLIA
Queens,-73.759637,40.704381,PINUS SPECIES
Queens,-73.830836,40.789035,ACER PLATANOIDES
Brooklyn,-73.955579,40.614943,PLATANUS ACERIFOLIA
Manhattan,-73.9965,40.739715999999994,PYRUS CALLERYANA
Queens,-73.790987,40.682475,PLATANUS ACERIFOLIA
Manhattan,-73.979078,40.737096,PLATANUS ACERIFOLIA
Queens,-73.88865,40.75335,ULMUS AMERICANA
Queens,-73.743476,40.764004,TILIA CORDATA
Queens,-73.7576,40.734996,QUERCUS PALUSTRIS
Queens,-73.82260500000001,40.774506,PLATANUS ACERIFOLIA
Manhattan,1.0,1.0,TILIA CORDATA
Bronx,-73.900056,40.817403999999996,ACER SACCHARUM
Staten Island,-74.128058,40.622046000000005,PLATANUS ACERIFOLIA
Staten Island,-74.16234,40.527715,ACER PLATANOIDES
Brooklyn,-73.961438,40.676107,FRAXINUS PENNSYLVANICA
Staten Island,-74.173036,40.545669000000004,PLATANUS ACERIFOLIA
Brooklyn,-73.929968,40.599492,ACER SACCHARUM
Bronx,-73.897144,40.880196000000005,QUERCUS PALUSTRIS
Staten Island,-74.14755600000001,40.535565999999996,ACER SACCHARINUM
Bronx,1.0,1.0,TILIA CORDATA
Brooklyn,-73.950769,40.601754,ACER PSEUDOPLATANUS
Brooklyn,-73.980046,40.622118,ACER PLATANOIDES
Queens,-73.727299,40.762,ACER PLATANOIDES
Staten Island,-74.093888,40.638153,PYRUS CALLERYANA
